contribution_title	aut_id	aut_viaf	aut_lastn_r	aut_firstn_r	aut_lastn_e	aut_firstn_e	journal	year	issue	start_page	end_page	pagetotal
Четыре стихотворения: Человек. — «Что-то вновь тоска меня взяла...»— Песня. —«Белый цвет, он не цвет, он—служенье...»	298519981	298519981	Сухарев	Дм	Sukharev	Dm	Новый мир	1962	3	46	48	3
Троны Алтая. Роман	44306859	44306859	Залыгин	С	Zalygin	S	Новый мир	1962	3	49	129	81
Волжская пристань. — «В той стране далекой Якутии...» [Стихи]	7927496	7927496	Корнилов	Вл	Kornilov	Vl	Новый мир	1962	3	130	131	2
На скале. — «Древнюю старушку опустили...»— «От лютого ветра, от стужи...» [Стихи. Пер. с абхаз: С. Липкин; Ю. Нейман; Я. Козловский]	30116671	30116671	Шинкуба	Баграт			Новый мир	1962	3	132	133	2
Хмель или навстречу осенним птицам. [Путевые заметки о поездке по Сибири]	24602962	24602962	Иванов	Всеволод	Ivanov	Vsevolod	Новый мир	1962	3	134	189	56
Куприн. [Из воспоминаний о встречах с писателем]	17230067	17230067	Чуковский	Корней			Новый мир	1962	3	190	210	21
Разведчики сибирской нефти. [О коллективе Шаимской геологоразвед. экспедиции Тюмен. геол. упр.] Очерк	6062		Осипов	И	Osipov	I	Новый мир	1962	3	211	230	20
Публичные чтения г. Грановского. (Письмо второе). [Публикация и вступит. статья «Неопубликованная статья А. И. Герцена» И. Птушкиной]	2069		Герцен	А И	Gertsen	A I	Новый мир	1962	3	231	238	8
Чернышевский или Антонович? (К проблеме революционно-демократич. традиций в критике)	462		Лебедев	А	Lebedev	A	Новый мир	1962	3	239	254	16
Новые стихи: О вечном пере. — Про Марс. — На полумиллиардном километре. — «Зимы холодные покровы...» — «Порой отвергаю...» — «Как измену солдат..» — Перед дорогой. — К поэзии. — Элегия. — Последняя книга. [Пер. с белорус: К. Титов; Я. Хелемский]	154354032	154354032	Кулешов	А	Kuleshov	A	Новый мир	1962	4	3	8	6
Люди, годы, жизнь. [Воспоминания]. Кн. 4	40169930	40169930	Эренбург	И			Новый мир	1962	4	9	63	55
Тишина. Роман	90663087	90663087	Бондарев	Юрий	Bondarev	Iurii	Новый мир	1962	4	64	135	72
Рядом с небом. — Выбор ветра. — Донный лед. — Высокое равенство. — Дом культуры. — Праздники. [Стихи]	112919704	112919704	Шефнер	Вадим			Новый мир	1962	4	136	139	4
Д. Два рассказа [американского писателя]: В ялике. —Человек, Который Смеется. [Пер. с англ: Н. Галь; В. Жельвис]	17092	17092	Сэлинджер	Дж	Selindzher	Dzh	Новый мир	1962	4	140	154	15
Печатается впервые... [О новых материалах, вошедших в 1—26 тома Полного собрания сочинений В. И. Ленина]	48095519	48095519	Яковлев	Б			Новый мир	1962	4	155	164	10
Одна из шести. [О статье В. И. Ленина «О чем думают наши министры?»] Из истории ленинских рукописей	38372193	38372193	Пересветов	Р	Peresvetov	R	Новый мир	1962	4	165	172	8
Памятные встречи. [Из воспоминаний о В. И. Ленине]. Пер. с польского	4032		Каспрович	Мария	Kasprovich	Mariia	Новый мир	1962	4	173	176	4
Ученый, который знает все. [О деятельности Всесоюз. ин-та науч. и техн. информации]	9158		Бершадский	Руд	Bershadskii	Rud	Новый мир	1962	4	177	197	21
Там, за поворотом. [Записки участников туристской поездки на мотоциклах]	3018		Дар	Д	Dar	D	Новый мир	1962	4	198	225	28
О беллетристике и «строгом» искусстве. [Заметки лит. критика]	7610		Роднянская	И	Rodnianskaia	I	Новый мир	1962	4	226	242	17
Ленинские черты. [К выходу сборника «О Ленине. Воспоминания зарубежных современников»]	9089		Сергеев	П	Sergeev	P	Новый мир	1962	4	260	262	3
История одной пьесы. [К публикации материалов о пьесе М. Л. Белкиной «Черный Прометей» и отзыва А. М. Горького]	9101		Смирнов	И	Smirnov	I	Новый мир	1962	4	279	281	3
Авдюшин и Егорычев. (Эпизоды из жизни двух солдат).[Повесть]	189726918	189726918	Ваншенкин	Константин	Vanshenkin	Konstantin	Новый мир	1962	5	3	36	34
Из лирики. Стихи: Весна. — Попугай. — Сводники. — Исправленный	71508003	71508003	Матвеева	Новелла	Matveeva	Novella	Новый мир	1962	5	37	39	3
Два стихотворения: Посвящается бакинским рабочим. — Что мойсын в ученье? [Пер. с азербайдж: С. Липкин; Л. Пеньковский]	20564828	20564828	Сабир	Мирза Алекпер	Sabir	Mirza Alekper	Новый мир	1962	5	40	42	3
Тишина. Роман	90663087	90663087	Бондарев	Юрий	Bondarev	Iurii	Новый мир	1962	5	43	92	50
Слово о словах. Стихи	49232380	49232380	Твардовский	А	Tvardovskii	A	Новый мир	1962	5	93	94	2
Дождик. Стихи	22317299	22317299	Чичибабин	Б			Новый мир	1962	5	95	95	1
Люди, годы, жизнь. [Воспоминания]. Кн. 4	40169930	40169930	Эренбург	И			Новый мир	1962	5	96	154	59
Дорожные записи. [О поездке по Италии]	15507	15507	Паустовский	Константин	Paustovskii	Konstantin	Новый мир	1962	5	155	165	11
Ухуру — значит свобода. [Заметки о поездке по Гвинее, Мали иСенегалу]. Пер. с туркм	62347440	62347440	Кербабаев	Берды	Kerbabaev	Berdy	Новый мир	1962	5	166	192	27
Щучинские заметки. [О состоянии сел. хозяйства в Щучин. районеКокчетавской обл.]	2038		Верховский	Н	Verkhovskii	N	Новый мир	1962	5	193	209	17
